"","age","degree","race","age_cat","sex","priors_count","score_num","two_year_recid"
"3536",58,"Misdemeanor","Caucasian","Greater than 45","Male",2,1,1
"3538",23,"Misdemeanor","Caucasian","Less than 25","Male",3,8,1
"3540",26,"Misdemeanor","Caucasian","25 - 45","Female",2,5,0
"3552",61,"Felony","Caucasian","Greater than 45","Female",8,3,1
"3555",39,"Felony","Caucasian","25 - 45","Male",0,3,0
"3566",27,"Felony","Caucasian","25 - 45","Male",2,7,1
"3567",22,"Felony","Caucasian","Less than 25","Male",1,6,0
"3571",55,"Misdemeanor","Caucasian","Greater than 45","Male",0,1,1
"3575",29,"Felony","Caucasian","25 - 45","Female",6,7,1
"3580",54,"Felony","Caucasian","Greater than 45","Male",6,1,0
"3581",42,"Misdemeanor","Caucasian","25 - 45","Female",0,2,0
"3582",35,"Felony","Caucasian","25 - 45","Male",5,3,0
"3584",53,"Felony","Caucasian","Greater than 45","Male",1,1,0
"3594",43,"Misdemeanor","Caucasian","25 - 45","Female",22,10,1
"3597",42,"Felony","Caucasian","25 - 45","Female",3,5,0
"3598",29,"Felony","Caucasian","25 - 45","Female",1,7,1
"3603",28,"Felony","Caucasian","25 - 45","Male",5,5,0
"3604",31,"Misdemeanor","Caucasian","25 - 45","Male",0,1,1
"3606",29,"Misdemeanor","Caucasian","25 - 45","Male",4,6,1
"3615",53,"Misdemeanor","Caucasian","Greater than 45","Male",0,1,0
"3620",47,"Felony","Caucasian","Greater than 45","Male",28,9,1
"3622",58,"Felony","Caucasian","Greater than 45","Male",4,5,1
"3627",56,"Felony","Caucasian","Greater than 45","Male",13,2,0
"3628",52,"Felony","Caucasian","Greater than 45","Female",0,1,0
"3631",50,"Misdemeanor","Caucasian","Greater than 45","Female",0,1,0
"3634",43,"Misdemeanor","Caucasian","25 - 45","Female",0,1,1
"3635",30,"Misdemeanor","Caucasian","25 - 45","Male",1,2,0
"3637",24,"Felony","Caucasian","Less than 25","Male",0,2,0
"3639",24,"Felony","Caucasian","Less than 25","Female",0,4,0
"3643",29,"Felony","Caucasian","25 - 45","Male",5,2,0
"3646",36,"Felony","Caucasian","25 - 45","Male",1,2,0
"3647",26,"Felony","Caucasian","25 - 45","Male",2,4,0
"3649",39,"Felony","Caucasian","25 - 45","Female",11,6,1
"3651",28,"Felony","Caucasian","25 - 45","Male",0,3,0
"3652",51,"Felony","Caucasian","Greater than 45","Male",1,1,1
"3660",21,"Felony","Caucasian","Less than 25","Male",1,3,1
"3661",59,"Misdemeanor","Caucasian","Greater than 45","Male",3,1,0
"3662",26,"Felony","Caucasian","25 - 45","Male",4,4,1
"3669",40,"Misdemeanor","Caucasian","25 - 45","Male",1,4,0
"3670",48,"Misdemeanor","Caucasian","Greater than 45","Female",8,4,1
"3672",66,"Felony","Caucasian","Greater than 45","Male",1,1,1
"3674",31,"Misdemeanor","Caucasian","25 - 45","Male",4,7,1
"3675",34,"Felony","Caucasian","25 - 45","Male",0,3,0
"3677",47,"Felony","Caucasian","Greater than 45","Male",2,4,0
"3679",25,"Felony","Caucasian","25 - 45","Male",1,3,0
"3682",36,"Felony","Caucasian","25 - 45","Male",1,2,0
"3683",49,"Misdemeanor","Caucasian","Greater than 45","Male",0,1,0
"3685",30,"Felony","Caucasian","25 - 45","Male",1,3,0
"3687",53,"Felony","Caucasian","Greater than 45","Female",6,5,1
"3692",59,"Misdemeanor","Caucasian","Greater than 45","Female",0,1,0
"3703",32,"Felony","Caucasian","25 - 45","Male",5,9,1
"3706",23,"Misdemeanor","Caucasian","Less than 25","Male",1,2,0
"3708",28,"Misdemeanor","Caucasian","25 - 45","Male",1,2,1
"3712",28,"Misdemeanor","Caucasian","25 - 45","Female",1,5,1
"3715",21,"Misdemeanor","Caucasian","Less than 25","Male",0,3,0
"3716",32,"Misdemeanor","Caucasian","25 - 45","Female",0,1,0
"3720",35,"Felony","Caucasian","25 - 45","Male",2,3,0
"3723",41,"Misdemeanor","Caucasian","25 - 45","Male",3,5,1
"3726",30,"Felony","Caucasian","25 - 45","Female",4,6,0
"3732",39,"Felony","Caucasian","25 - 45","Male",2,2,1
"3733",24,"Felony","Caucasian","Less than 25","Male",0,2,0
"3739",25,"Misdemeanor","Caucasian","25 - 45","Male",2,5,1
"3740",23,"Felony","Caucasian","Less than 25","Female",0,6,1
"3746",36,"Felony","Caucasian","25 - 45","Male",1,2,1
"3747",39,"Felony","Caucasian","25 - 45","Male",10,8,1
"3748",42,"Felony","Caucasian","25 - 45","Male",0,4,0
"3749",45,"Misdemeanor","Caucasian","Greater than 45","Male",1,1,0
"3751",33,"Felony","Caucasian","25 - 45","Male",0,2,0
"3752",25,"Misdemeanor","Caucasian","25 - 45","Male",0,3,0
"3755",39,"Misdemeanor","Caucasian","25 - 45","Male",0,5,0
"3757",35,"Misdemeanor","Caucasian","25 - 45","Female",4,7,0
"3760",30,"Felony","Caucasian","25 - 45","Male",1,5,0
"3761",30,"Misdemeanor","Caucasian","25 - 45","Female",0,8,0
"3766",26,"Felony","Caucasian","25 - 45","Female",1,6,0
"3769",34,"Misdemeanor","Caucasian","25 - 45","Male",3,5,0
"3772",29,"Misdemeanor","Caucasian","25 - 45","Female",0,2,0
"3773",20,"Felony","Caucasian","Less than 25","Male",1,9,1
"3783",24,"Misdemeanor","Caucasian","Less than 25","Female",0,10,0
"3784",35,"Felony","Caucasian","25 - 45","Male",2,2,1
"3787",32,"Felony","Caucasian","25 - 45","Male",0,1,1
"3788",39,"Misdemeanor","Caucasian","25 - 45","Female",0,1,1
"3791",36,"Misdemeanor","Caucasian","25 - 45","Female",0,2,0
"3793",40,"Felony","Caucasian","25 - 45","Female",0,2,0
"3795",28,"Misdemeanor","Caucasian","25 - 45","Female",0,2,0
"3798",55,"Felony","Caucasian","Greater than 45","Male",0,3,0
"3801",55,"Misdemeanor","Caucasian","Greater than 45","Male",1,2,0
"3808",38,"Misdemeanor","Caucasian","25 - 45","Female",2,3,0
"3809",25,"Felony","Caucasian","25 - 45","Male",13,4,1
"3811",23,"Felony","Caucasian","Less than 25","Male",3,5,0
"3813",44,"Felony","Caucasian","25 - 45","Male",1,8,0
"3814",38,"Misdemeanor","Caucasian","25 - 45","Female",1,1,0
"3816",43,"Felony","Caucasian","25 - 45","Male",2,2,1
"3822",24,"Felony","Caucasian","Less than 25","Male",1,4,0
"3826",51,"Misdemeanor","Caucasian","Greater than 45","Female",0,4,1
"3832",27,"Felony","Caucasian","25 - 45","Male",2,2,0
"3833",22,"Felony","Caucasian","Less than 25","Female",3,9,1
"3835",21,"Felony","Caucasian","Less than 25","Male",0,3,1
"3836",39,"Felony","Caucasian","25 - 45","Female",2,5,1
"3840",43,"Felony","Caucasian","25 - 45","Male",0,9,1
"3841",27,"Felony","Caucasian","25 - 45","Male",7,8,1
"3843",31,"Felony","Caucasian","25 - 45","Male",1,2,1
"3845",58,"Misdemeanor","Caucasian","Greater than 45","Male",3,2,0
"3846",22,"Felony","Caucasian","Less than 25","Male",0,4,1
"3851",32,"Felony","Caucasian","25 - 45","Male",11,10,0
"3852",22,"Felony","Caucasian","Less than 25","Male",0,8,0
"3854",47,"Felony","Caucasian","Greater than 45","Male",1,6,1
"3857",54,"Misdemeanor","Caucasian","Greater than 45","Female",1,2,0
"3858",29,"Felony","Caucasian","25 - 45","Male",0,8,0
"3862",35,"Misdemeanor","Caucasian","25 - 45","Male",3,4,1
"3867",39,"Misdemeanor","Caucasian","25 - 45","Male",0,2,0
"3882",31,"Felony","Caucasian","25 - 45","Male",1,3,1
"3884",39,"Felony","Caucasian","25 - 45","Male",0,3,0
"3886",22,"Felony","Caucasian","Less than 25","Male",3,7,1
"3889",29,"Felony","Caucasian","25 - 45","Female",0,4,0
"3890",62,"Felony","Caucasian","Greater than 45","Male",2,1,0
"3893",44,"Misdemeanor","Caucasian","25 - 45","Female",0,1,0
"3897",32,"Misdemeanor","Caucasian","25 - 45","Male",1,1,1
"3898",51,"Felony","Caucasian","Greater than 45","Male",3,6,0
"3905",49,"Felony","Caucasian","Greater than 45","Female",2,2,0
"3907",20,"Misdemeanor","Caucasian","Less than 25","Male",0,4,0
"3911",26,"Misdemeanor","Caucasian","25 - 45","Male",0,4,0
"3913",28,"Misdemeanor","Caucasian","25 - 45","Male",1,2,0
"3915",39,"Felony","Caucasian","25 - 45","Male",0,1,1
"3924",24,"Felony","Caucasian","Less than 25","Male",2,6,0
"3925",26,"Felony","Caucasian","25 - 45","Female",2,9,1
"3931",23,"Felony","Caucasian","Less than 25","Male",0,2,0
"3932",30,"Felony","Caucasian","25 - 45","Male",0,2,1
"3934",25,"Felony","Caucasian","25 - 45","Male",2,5,0
"3935",28,"Felony","Caucasian","25 - 45","Male",2,7,0
"3939",36,"Felony","Caucasian","25 - 45","Male",5,3,1
"3942",58,"Misdemeanor","Caucasian","Greater than 45","Female",1,2,0
"3944",28,"Felony","Caucasian","25 - 45","Male",2,3,1
"3947",36,"Felony","Caucasian","25 - 45","Female",3,1,1
"3948",23,"Felony","Caucasian","Less than 25","Male",0,9,0
"3956",51,"Misdemeanor","Caucasian","Greater than 45","Male",0,1,0
"3958",24,"Misdemeanor","Caucasian","Less than 25","Male",0,5,1
"3960",22,"Felony","Caucasian","Less than 25","Male",2,9,1
"3961",23,"Misdemeanor","Caucasian","Less than 25","Female",4,9,1
"3962",27,"Misdemeanor","Caucasian","25 - 45","Female",0,2,1
"3964",25,"Felony","Caucasian","25 - 45","Male",3,7,0
"3965",52,"Misdemeanor","Caucasian","Greater than 45","Female",0,1,0
"3967",24,"Felony","Caucasian","Less than 25","Female",0,5,0
"3969",38,"Felony","Caucasian","25 - 45","Male",2,1,0
"3974",24,"Felony","Caucasian","Less than 25","Female",0,5,0
"3975",49,"Misdemeanor","Caucasian","Greater than 45","Male",4,6,1
"3978",55,"Felony","Caucasian","Greater than 45","Male",0,5,0
"3979",47,"Misdemeanor","Caucasian","Greater than 45","Male",3,3,1
"3983",55,"Felony","Caucasian","Greater than 45","Male",0,1,0
"3985",54,"Felony","Caucasian","Greater than 45","Male",2,4,1
"3989",45,"Misdemeanor","Caucasian","Greater than 45","Female",0,1,0
"3991",40,"Felony","Caucasian","25 - 45","Male",4,3,1
"3995",41,"Felony","Caucasian","25 - 45","Male",1,1,0
"4001",22,"Felony","Caucasian","Less than 25","Male",1,4,0
"4004",56,"Misdemeanor","Caucasian","Greater than 45","Male",1,1,0
"4007",27,"Felony","Caucasian","25 - 45","Male",2,6,1
"4012",58,"Felony","Caucasian","Greater than 45","Male",1,1,0
"4015",22,"Felony","Caucasian","Less than 25","Male",0,5,0
"4016",39,"Felony","Caucasian","25 - 45","Male",2,3,0
"4017",35,"Felony","Caucasian","25 - 45","Male",1,1,0
"4023",39,"Felony","Caucasian","25 - 45","Female",1,4,0
"4025",21,"Misdemeanor","Caucasian","Less than 25","Male",0,4,1
"4029",37,"Felony","Caucasian","25 - 45","Male",0,6,0
"4034",30,"Misdemeanor","Caucasian","25 - 45","Male",3,3,0
"4035",27,"Felony","Caucasian","25 - 45","Male",0,8,1
"4042",34,"Felony","Caucasian","25 - 45","Female",5,5,1
"4046",43,"Felony","Caucasian","25 - 45","Male",6,4,1
"4047",50,"Felony","Caucasian","Greater than 45","Male",3,2,0
"4048",30,"Felony","Caucasian","25 - 45","Male",4,4,1
"4051",40,"Misdemeanor","Caucasian","25 - 45","Male",3,4,0
"4052",53,"Misdemeanor","Caucasian","Greater than 45","Female",0,1,0
"4058",24,"Felony","Caucasian","Less than 25","Male",2,2,0
"4062",20,"Felony","Caucasian","Less than 25","Male",0,4,1
"4064",24,"Felony","Caucasian","Less than 25","Male",1,3,1
"4066",26,"Misdemeanor","Caucasian","25 - 45","Male",5,5,0
"4069",24,"Felony","Caucasian","Less than 25","Male",0,2,0
"4070",57,"Misdemeanor","Caucasian","Greater than 45","Female",0,1,0
"4071",46,"Misdemeanor","Caucasian","Greater than 45","Female",0,1,0
"4073",39,"Misdemeanor","Caucasian","25 - 45","Female",0,2,0
"4074",68,"Misdemeanor","Caucasian","Greater than 45","Male",4,1,0
"4077",38,"Misdemeanor","Caucasian","25 - 45","Male",0,1,0
"4079",25,"Felony","Caucasian","25 - 45","Male",2,5,0
"4081",31,"Felony","Caucasian","25 - 45","Male",2,5,0
"4092",27,"Felony","Caucasian","25 - 45","Male",0,2,0
"4094",45,"Felony","Caucasian","Greater than 45","Male",3,1,1
"4095",34,"Felony","Caucasian","25 - 45","Male",5,2,0
"4097",25,"Felony","Caucasian","25 - 45","Male",6,8,1
"4100",30,"Misdemeanor","Caucasian","25 - 45","Male",2,4,1
"4101",22,"Felony","Caucasian","Less than 25","Male",3,8,1
"4105",30,"Felony","Caucasian","25 - 45","Male",0,1,0
"4109",29,"Felony","Caucasian","25 - 45","Female",0,6,1
"4116",31,"Felony","Caucasian","25 - 45","Female",0,4,1
"4118",41,"Felony","Caucasian","25 - 45","Male",0,1,1
"4119",25,"Felony","Caucasian","25 - 45","Male",0,3,0
"4125",49,"Misdemeanor","Caucasian","Greater than 45","Female",4,2,0
"4126",35,"Misdemeanor","Caucasian","25 - 45","Female",2,3,0
"4129",21,"Felony","Caucasian","Less than 25","Male",1,4,0
"4131",28,"Felony","Caucasian","25 - 45","Male",3,3,0
"4139",24,"Felony","Caucasian","Less than 25","Male",2,3,1
"4140",56,"Felony","Caucasian","Greater than 45","Male",1,1,1
"4142",43,"Felony","Caucasian","25 - 45","Male",12,6,0
"4151",28,"Misdemeanor","Caucasian","25 - 45","Male",4,6,1
"4152",24,"Misdemeanor","Caucasian","Less than 25","Female",9,10,1
"4154",50,"Felony","Caucasian","Greater than 45","Male",1,2,0
"4156",28,"Felony","Caucasian","25 - 45","Male",0,2,1
"4159",51,"Felony","Caucasian","Greater than 45","Female",0,5,0
"4161",29,"Felony","Caucasian","25 - 45","Male",0,2,1
"4162",43,"Misdemeanor","Caucasian","25 - 45","Male",0,4,0
"4169",19,"Misdemeanor","Caucasian","Less than 25","Male",0,8,1
"4170",26,"Felony","Caucasian","25 - 45","Male",2,5,0
"4172",29,"Felony","Caucasian","25 - 45","Female",20,10,1
"4180",50,"Felony","Caucasian","Greater than 45","Male",0,1,0
"4190",53,"Misdemeanor","Caucasian","Greater than 45","Male",3,2,1
"4192",22,"Felony","Caucasian","Less than 25","Male",0,3,0
"4193",27,"Misdemeanor","Caucasian","25 - 45","Male",0,2,0
"4195",42,"Felony","Caucasian","25 - 45","Male",2,7,1
"4197",80,"Misdemeanor","Caucasian","Greater than 45","Male",0,1,0
"4201",24,"Felony","Caucasian","Less than 25","Male",0,10,0
"4202",21,"Felony","Caucasian","Less than 25","Male",0,8,1
"4205",36,"Felony","Caucasian","25 - 45","Male",1,5,0
"4209",49,"Misdemeanor","Caucasian","Greater than 45","Male",4,8,0
"4210",24,"Felony","Caucasian","Less than 25","Male",0,9,0
"4212",44,"Misdemeanor","Caucasian","25 - 45","Male",1,1,0
"4214",41,"Felony","Caucasian","25 - 45","Male",11,4,1
"4220",44,"Felony","Caucasian","25 - 45","Male",3,5,0
"4228",23,"Misdemeanor","Caucasian","Less than 25","Male",0,3,1
"4231",44,"Felony","Caucasian","25 - 45","Male",1,1,1
"4232",39,"Felony","Caucasian","25 - 45","Male",1,1,0
"4235",63,"Misdemeanor","Caucasian","Greater than 45","Male",5,1,0
"4238",24,"Felony","Caucasian","Less than 25","Male",3,5,0
"4239",21,"Misdemeanor","Caucasian","Less than 25","Male",2,10,0
"4240",48,"Felony","Caucasian","Greater than 45","Female",0,2,0
"4244",64,"Misdemeanor","Caucasian","Greater than 45","Female",0,1,0
"4245",22,"Misdemeanor","Caucasian","Less than 25","Male",0,6,0
"4246",43,"Felony","Caucasian","25 - 45","Male",8,3,0
"4247",25,"Felony","Caucasian","25 - 45","Male",3,7,1
"4248",33,"Felony","Caucasian","25 - 45","Male",10,9,0
"4250",33,"Misdemeanor","Caucasian","25 - 45","Female",1,3,0
"4253",50,"Misdemeanor","Caucasian","Greater than 45","Male",9,6,1
"4270",59,"Misdemeanor","Caucasian","Greater than 45","Male",0,1,0
"4272",36,"Misdemeanor","Caucasian","25 - 45","Male",11,6,1
"4274",46,"Felony","Caucasian","Greater than 45","Male",26,7,1
"4275",59,"Misdemeanor","Caucasian","Greater than 45","Male",2,1,1
"4282",22,"Felony","Caucasian","Less than 25","Male",0,5,1
"4284",61,"Misdemeanor","Caucasian","Greater than 45","Male",0,1,0
"4289",37,"Felony","Caucasian","25 - 45","Male",1,7,1
"4295",41,"Felony","Caucasian","25 - 45","Male",1,4,1
"4301",33,"Felony","Caucasian","25 - 45","Male",1,4,0
"4303",47,"Felony","Caucasian","Greater than 45","Female",28,9,1
"4304",51,"Felony","Caucasian","Greater than 45","Female",0,1,0
"4305",36,"Misdemeanor","Caucasian","25 - 45","Male",1,2,0
"4312",20,"Felony","Caucasian","Less than 25","Male",0,7,1
"4313",28,"Misdemeanor","Caucasian","25 - 45","Female",0,3,0
"4315",58,"Misdemeanor","Caucasian","Greater than 45","Male",2,3,1
"4322",46,"Felony","Caucasian","Greater than 45","Male",14,3,1
"4323",45,"Misdemeanor","Caucasian","Greater than 45","Male",2,4,0
"4332",55,"Felony","Caucasian","Greater than 45","Female",2,1,0
"4335",24,"Felony","Caucasian","Less than 25","Male",3,8,1
"4345",52,"Misdemeanor","Caucasian","Greater than 45","Male",3,2,0
"4348",30,"Misdemeanor","Caucasian","25 - 45","Male",2,2,1
"4351",51,"Misdemeanor","Caucasian","Greater than 45","Female",1,2,0
"4353",23,"Felony","Caucasian","Less than 25","Male",0,2,0
"4354",32,"Felony","Caucasian","25 - 45","Male",2,2,0
"4358",53,"Misdemeanor","Caucasian","Greater than 45","Male",8,2,1
"4359",34,"Felony","Caucasian","25 - 45","Male",1,7,0
"4360",25,"Felony","Caucasian","25 - 45","Male",5,7,1
"4362",25,"Misdemeanor","Caucasian","25 - 45","Male",2,4,1
"4368",27,"Misdemeanor","Caucasian","25 - 45","Male",1,7,1
"4370",31,"Felony","Caucasian","25 - 45","Female",9,7,1
"4371",45,"Misdemeanor","Caucasian","Greater than 45","Male",1,1,0
"4374",28,"Misdemeanor","Caucasian","25 - 45","Female",6,10,1
"4385",23,"Misdemeanor","Caucasian","Less than 25","Female",1,2,0
"4389",35,"Misdemeanor","Caucasian","25 - 45","Male",3,3,0
"4390",34,"Felony","Caucasian","25 - 45","Male",13,8,1
"4392",55,"Felony","Caucasian","Greater than 45","Female",0,7,1
"4393",43,"Misdemeanor","Caucasian","25 - 45","Male",1,1,0
"4396",42,"Misdemeanor","Caucasian","25 - 45","Female",4,6,1
"4398",41,"Felony","Caucasian","25 - 45","Male",1,5,0
"4401",30,"Felony","Caucasian","25 - 45","Male",1,8,0
"4402",45,"Felony","Caucasian","Greater than 45","Female",0,9,1
"4408",56,"Felony","Caucasian","Greater than 45","Male",1,2,0
"4411",36,"Misdemeanor","Caucasian","25 - 45","Male",0,1,0
"4413",30,"Misdemeanor","Caucasian","25 - 45","Male",0,1,0
"4414",21,"Felony","Caucasian","Less than 25","Female",0,5,0
"4418",22,"Felony","Caucasian","Less than 25","Female",0,7,1
"4427",26,"Felony","Caucasian","25 - 45","Male",1,2,1
"4429",39,"Felony","Caucasian","25 - 45","Male",17,2,1
"4430",36,"Felony","Caucasian","25 - 45","Male",0,3,1
"4434",43,"Misdemeanor","Caucasian","25 - 45","Female",0,1,0
"4436",24,"Misdemeanor","Caucasian","Less than 25","Female",0,5,1
"4438",55,"Misdemeanor","Caucasian","Greater than 45","Male",0,1,0
"4446",21,"Felony","Caucasian","Less than 25","Male",0,4,1
"4448",55,"Misdemeanor","Caucasian","Greater than 45","Male",0,1,0
"4454",68,"Felony","Caucasian","Greater than 45","Male",7,7,1
"4455",37,"Felony","Caucasian","25 - 45","Male",0,6,0
"4456",22,"Misdemeanor","Caucasian","Less than 25","Male",5,5,1
"4460",37,"Misdemeanor","Caucasian","25 - 45","Male",4,5,1
"4463",36,"Misdemeanor","Caucasian","25 - 45","Male",2,1,0
"4464",26,"Felony","Caucasian","25 - 45","Male",2,2,0
"4465",24,"Felony","Caucasian","Less than 25","Male",0,2,0
"4467",37,"Misdemeanor","Caucasian","25 - 45","Female",0,1,0
"4470",58,"Misdemeanor","Caucasian","Greater than 45","Male",5,2,0
"4471",62,"Misdemeanor","Caucasian","Greater than 45","Female",1,1,1
"4478",26,"Felony","Caucasian","25 - 45","Male",3,5,1
"4479",33,"Felony","Caucasian","25 - 45","Female",0,1,0
"4482",23,"Felony","Caucasian","Less than 25","Male",11,10,1
"4484",45,"Felony","Caucasian","Greater than 45","Male",21,6,1
"4485",37,"Felony","Caucasian","25 - 45","Male",13,7,0
"4489",29,"Felony","Caucasian","25 - 45","Male",10,9,1
"4495",41,"Felony","Caucasian","25 - 45","Male",0,1,0
"4496",31,"Felony","Caucasian","25 - 45","Male",9,6,1
"4500",23,"Misdemeanor","Caucasian","Less than 25","Male",0,4,0
"4503",40,"Felony","Caucasian","25 - 45","Male",10,7,1
"4504",49,"Felony","Caucasian","Greater than 45","Female",0,2,0
"4505",49,"Felony","Caucasian","Greater than 45","Male",8,2,0
"4510",47,"Misdemeanor","Caucasian","Greater than 45","Male",0,1,1
"4511",20,"Felony","Caucasian","Less than 25","Female",0,10,1
"4514",41,"Misdemeanor","Caucasian","25 - 45","Male",0,1,0
"4518",42,"Misdemeanor","Caucasian","25 - 45","Male",1,2,0
"4522",23,"Felony","Caucasian","Less than 25","Male",6,9,1
"4525",33,"Felony","Caucasian","25 - 45","Male",2,3,0
"4526",41,"Misdemeanor","Caucasian","25 - 45","Male",0,1,0
"4527",31,"Felony","Caucasian","25 - 45","Female",1,2,0
"4531",58,"Misdemeanor","Caucasian","Greater than 45","Male",10,3,0
"4532",62,"Felony","Caucasian","Greater than 45","Male",0,1,0
"4533",25,"Felony","Caucasian","25 - 45","Male",4,6,0
"4535",46,"Felony","Caucasian","Greater than 45","Male",2,2,0
"4537",24,"Felony","Caucasian","Less than 25","Male",2,3,1
"4538",32,"Felony","Caucasian","25 - 45","Male",6,8,0
"4540",58,"Misdemeanor","Caucasian","Greater than 45","Female",0,1,0
"4543",57,"Misdemeanor","Caucasian","Greater than 45","Male",0,1,1
"4544",37,"Felony","Caucasian","25 - 45","Male",1,2,1
"4547",59,"Misdemeanor","Caucasian","Greater than 45","Male",0,1,0
"4548",35,"Felony","Caucasian","25 - 45","Male",4,2,1
"4551",28,"Misdemeanor","Caucasian","25 - 45","Male",0,1,0
"4556",49,"Misdemeanor","Caucasian","Greater than 45","Female",1,1,0
"4557",24,"Misdemeanor","Caucasian","Less than 25","Female",0,5,0
"4561",21,"Felony","Caucasian","Less than 25","Male",1,4,0
"4562",28,"Felony","Caucasian","25 - 45","Male",0,6,1
"4566",23,"Felony","Caucasian","Less than 25","Male",0,4,0
"4571",29,"Misdemeanor","Caucasian","25 - 45","Male",0,7,1
"4573",61,"Felony","Caucasian","Greater than 45","Male",1,1,1
"4576",21,"Felony","Caucasian","Less than 25","Male",0,4,0
"4582",61,"Misdemeanor","Caucasian","Greater than 45","Male",0,1,0
